UNIQUD,NAME,Fold change (Stage1 DAM to Stage2 DAM),Z-value (Mann Whitney), -log10(p-value) Mann Whitney
Eif2b2,Eif2b2,-0.0181,-2.949,2.4965
Eif2b3,Eif2b3,-0.0093,-0.0432,0.0152
Eif2b4,Eif2b4,0.0101,-2.0407,1.3843
Eif2b5,Eif2b5,-0.0252,-2.9039,2.4335
Eif2c1,Eif2c1,0.0774,-1.4852,0.8617
Eif2c2,Eif2c2,0.0092,-0.2564,0.0982
Eif2c3,Eif2c3,0.0051,-2.2818,1.6478
Eif2c4,Eif2c4,-0.0041,-1.3829,0.7781
Eif2c5,Eif2c5,0,,
Eif2d,Eif2d,-0.0636,-2.2226,1.581
Eif2s1,Eif2s1,-0.0155,-3.8375,3.9055
Eif2s2,Eif2s2,-0.0047,-1.6893,1.0402
Eif2s3x,Eif2s3x,-0.0128,-2.6649,2.1135
Eif2s3y,Eif2s3y,-0.0451,-2.5915,2.0198
Eif3a,Eif3a,0.3159,0.088,0.0316
Eif3b,Eif3b,0.0794,-2.8329,2.336
Eif3c,Eif3c,0.099,-2.3988,1.7839
Eif3d,Eif3d,-0.0108,-3.3256,3.0544
Eif3e,Eif3e,0.0927,-2.3548,1.732
Eif3f,Eif3f,0.2517,-0.6709,0.2991
Eif3g,Eif3g,-0.0408,-4.4987,5.1651
Eif3h,Eif3h,0.2039,-2.507,1.9145
Eif3i,Eif3i,0.0666,-2.556,1.9752
Eif3j,Eif3j,-0.0423,-3.42,3.2032
Eif3k,Eif3k,0.0035,-3.6544,3.5887
Eif3l,Eif3l,0.0788,-2.6233,2.0601
Eif3m,Eif3m,0.1237,-0.7868,0.3651
Eif3s6-ps1,Eif3s6-ps1,-0.0359,-2.6685,2.1181
Eif3s6-ps2,Eif3s6-ps2,0,,
Eif4a-ps4,Eif4a-ps4,0.01,1.2069,0.6431
Eif4a1,Eif4a1,-0.0724,-3.5141,3.3553
Eif4a2,Eif4a2,0.0073,-3.335,3.069
Eif4a3,Eif4a3,0.0063,-2.8084,2.3029
Eif4b,Eif4b,0.18,-0.9673,0.4771
Eif4e,Eif4e,0.0873,0.895,0.4309
Eif4e1b,Eif4e1b,0,,
Eif4e2,Eif4e2,-0.0135,-4.0291,4.2518
Eif4e3,Eif4e3,0.026,-1.3913,0.7848
Eif4ebp1,Eif4ebp1,0.021,-1.7733,1.1181
Eif4ebp2,Eif4ebp2,0.0466,-0.6321,0.2779
Eif4ebp3,Eif4ebp3,0.0005,-2.6154,2.0501
Eif4enif1,Eif4enif1,0.0153,-0.5368,0.2281
Eif4g1,Eif4g1,0.1358,-1.6353,0.9914
Eif4g2,Eif4g2,0.1476,-1.5632,0.9281
Eif4g3,Eif4g3,-0.0603,-4.8567,5.9231
Eif4h,Eif4h,-0.0074,-3.2294,2.9064
Eif5,Eif5,0.0425,-1.4337,0.8192
Eif5a,Eif5a,0.0794,-2.869,2.3853
Eif5a2,Eif5a2,0.0083,0.1595,0.0588
Eif5al3-ps,Eif5al3-ps,0,,
Eif5b,Eif5b,0.1384,-2.1936,1.5488
Eif6,Eif6,0.0697,-0.9273,0.4513
Elac1,Elac1,-0.0217,-2.1723,1.5253
Elac2,Elac2,-0.0061,-1.0468,0.5299
Elane,Elane,0.0062,0.6927,0.3111
Elavl1,Elavl1,-0.0752,-3.4258,3.2126
Elavl2,Elavl2,0,,
Elavl3,Elavl3,0,,
Elavl4,Elavl4,-0.0357,-2.9011,2.4296
Elf1,Elf1,-0.0853,-5.237,6.7872
Elf2,Elf2,-0.0149,-2.5064,1.9138
Elf3,Elf3,0,,
Elf4,Elf4,0.0725,-0.8221,0.3861
Elf5,Elf5,0,,
Elfn1,Elfn1,0,,
Elfn2,Elfn2,0,,
Elk1,Elk1,-0.006,-1.431,0.8169
Elk3,Elk3,-0.1959,-5.7723,8.1067
Elk4,Elk4,-0.1217,-4.0553,4.3004
Ell,Ell,-0.0073,-2.1835,1.5376
Ell2,Ell2,-0.0001,-1.9106,1.2514
Ell3,Ell3,0,,
Elmo1,Elmo1,0.1757,0.2563,0.0981
Elmo2,Elmo2,0.0145,-3.0965,2.7082
Elmo3,Elmo3,0.0033,0.6927,0.3111
Elmod1,Elmod1,0,,
Elmod2,Elmod2,-0.0121,-2.0974,1.4442
Elmod3,Elmod3,-0.0018,-0.7342,0.3346
Eln,Eln,0,,
Elof1,Elof1,0.0141,-1.3307,0.7368
Elovl1,Elovl1,0.0138,-2.8781,2.3979
Elovl2,Elovl2,0,,
Elovl3,Elovl3,0,,
Elovl4,Elovl4,0,,
Elovl5,Elovl5,0.0048,-2.508,1.9157
Elovl6,Elovl6,0.0046,0.9835,0.4876
Elovl7,Elovl7,-0.0162,-2.8765,2.3957
Elp2,Elp2,-0.0057,-1.0445,0.5284
Elp3,Elp3,0.0722,0.8516,0.404
Elp4,Elp4,-0.0092,-0.3501,0.1389
Eltd1,Eltd1,0,,
Emb,Emb,-0.006,-1.8054,1.1486
Emcn,Emcn,-0.0051,-1.431,0.8169
Emd,Emd,0.0118,-1.7665,1.1117
Eme1,Eme1,0.0029,0.6927,0.3111
Eme2,Eme2,-0.0022,-0.5226,0.2209
Emg1,Emg1,-0.0423,-2.9903,2.5549
Emid1,Emid1,0,,
Emid2,Emid2,0,,
Emilin1,Emilin1,0,,
Emilin2,Emilin2,-0.0128,-2.8765,2.3957
Emilin3,Emilin3,0,,
Eml1,Eml1,-0.0145,-1.431,0.8169
Eml2,Eml2,-0.0026,-1.431,0.8169
Eml3,Eml3,-0.0635,-2.1619,1.5139
Eml4,Eml4,-0.0358,-2.2198,1.5779
Eml5,Eml5,0.0012,-0.5167,0.218
Eml6,Eml6,-0.0186,-2.5528,1.9712
Emp1,Emp1,-0.0094,-2.0286,1.3716
Emp2,Emp2,0.0048,-0.7384,0.337
Emp3,Emp3,-0.0092,-2.5153,1.9247
Emr1,Emr1,0.3418,0.5951,0.2583
Emr4,Emr4,-0.0051,-1.431,0.8169
Emx1,Emx1,0,,
Emx2,Emx2,0,,
Emx2os,Emx2os,0,,
En1,En1,0,,
En2,En2,0,,
Enah,Enah,0,,
Enam,Enam,0,,
Enc1,Enc1,-0.0295,-3.5945,3.4881
Endod1,Endod1,-0.1225,-5.7945,8.1641
Endog,Endog,-0.0162,-1.4561,0.8375
Endou,Endou,0,,
Eng,Eng,0.0183,-2.8354,2.3395
Engase,Engase,-0.0415,-4.096,4.3765
Enho,Enho,-0.0423,-2.0286,1.3716
Enkur,Enkur,0,,
Eno1,Eno1,-0.0498,-4.4571,5.0805
Eno2,Eno2,-0.0017,-1.431,0.8169
Eno3,Eno3,0.0238,-0.5598,0.2399
Eno4,Eno4,-0.0017,-1.431,0.8169
Enoph1,Enoph1,-0.0233,-3.9778,4.1577
Enox,Enox,0.005,0.9835,0.4876
Enox1,Enox1,0,,
Enox2,Enox2,0.0035,-0.7329,0.3339
Enpep,Enpep,0,,
Enpp1,Enpp1,0.0124,-1.262,0.6841
Enpp2,Enpp2,-0.013,-0.7384,0.337
Enpp3,Enpp3,0,,
Enpp4,Enpp4,0.0211,1.3956,0.7883
Enpp5,Enpp5,0.0079,0.9835,0.4876
Enpp6,Enpp6,0,,
Enpp7,Enpp7,0,,
Ensa,Ensa,0.0219,-0.7506,0.344
Enthd1,Enthd1,0,,
Entpd1,Entpd1,0.1141,-2.9637,2.5172
Entpd2,Entpd2,0,,
Entpd3,Entpd3,0,,
Entpd4,Entpd4,-0.0838,-5.531,7.4971
Entpd5,Entpd5,-0.0185,-2.5686,1.9909
Entpd6,Entpd6,0.0121,-0.7301,0.3322
Entpd7,Entpd7,-0.0332,-4.0237,4.242
Entpd8,Entpd8,0,,
Eny2,Eny2,0.059,-1.1474,0.6
Eomes,Eomes,0,,
Ep300,Ep300,0.02,-3.0781,2.6812
Ep400,Ep400,-0.0021,-4.4489,5.0639
Epas1,Epas1,-0.0034,-1.431,0.8169
Epb4.1,Epb4.1,0.0298,-2.1471,1.4977
Epb4.1l1,Epb4.1l1,0.0153,1.3956,0.7883
Epb4.1l2,Epb4.1l2,0.4429,1.4272,0.8139
Epb4.1l3,Epb4.1l3,0.1282,0.6643,0.2954
Epb4.1l4a,Epb4.1l4a,0,,
Epb4.1l4b,Epb4.1l4b,0.0087,0.6927,0.3111
Epb4.1l5,Epb4.1l5,-0.0272,-2.4881,1.8914
Epb4.2,Epb4.2,0,,
Epb4.9,Epb4.9,0.0075,0.6927,0.3111
Epc1,Epc1,-0.0732,-4.9973,6.2355
Epc2,Epc2,-0.0305,-2.5499,1.9676
Epcam,Epcam,-0.0065,-0.5226,0.2209
Epdr1,Epdr1,0,,
Epgn,Epgn,0,,
Epha1,Epha1,0,,
Epha10,Epha10,0,,
Epha2,Epha2,0.0226,0.8474,0.4014
Epha3,Epha3,0,,
Epha4,Epha4,0,,
Epha5,Epha5,0,,
Epha6,Epha6,0,,
Epha7,Epha7,0.0025,0.6927,0.3111
Epha8,Epha8,0,,
Ephb1,Ephb1,0,,
Ephb2,Ephb2,0,,
Ephb3,Ephb3,-0.0145,-1.431,0.8169
Ephb4,Ephb4,0.0042,0.6927,0.3111
Ephb6,Ephb6,-0.0043,-1.431,0.8169
Ephx1,Ephx1,-0.3176,-9.5047,20.6976
Ephx2,Ephx2,0,,
Ephx3,Ephx3,0,,
Ephx4,Ephx4,0,,
Epm2a,Epm2a,-0.028,-2.8304,2.3326
Epm2aip1,Epm2aip1,-0.0212,-2.5499,1.9675
Epn1,Epn1,0.1337,-0.471,0.1954
Epn2,Epn2,0.0202,0.6869,0.3079
Epn3,Epn3,0,,
Epo,Epo,0,,
Epor,Epor,0,,
Eprs,Eprs,0.1129,-1.1895,0.6303
Eps15,Eps15,0.0486,-1.8562,1.1978
Eps15l1,Eps15l1,-0.0194,-2.5528,1.9712
Eps8,Eps8,-0.0234,-1.8137,1.1566
Eps8l1,Eps8l1,0.0159,-1.0243,0.5147
Eps8l2,Eps8l2,0,,
Eps8l3,Eps8l3,0,,
Epsti1,Epsti1,0.0151,-0.0362,0.0127
Ept1,Ept1,0.0102,-0.2746,0.1059
Epx,Epx,0,,
Epyc,Epyc,0,,
Eral1,Eral1,0.0057,-1.2501,0.6751
Erap1,Erap1,0.0097,-2.6784,2.1309
Eras,Eras,0,,
Erbb2,Erbb2,0,,
Erbb2ip,Erbb2ip,0.1059,-1.1467,0.5994
Erbb3,Erbb3,0,,
Erbb4,Erbb4,0,,
Erc1,Erc1,-0.004,-1.8012,1.1447
Erc2,Erc2,-0.0051,-1.431,0.8169
Ercc1,Ercc1,-0.0111,-2.8272,2.3283
Ercc2,Ercc2,-0.0118,-1.8087,1.1518
Ercc3,Ercc3,-0.0378,-3.6113,3.5162
Ercc4,Ercc4,-0.0036,-1.2979,0.7115
Ercc5,Ercc5,-0.0115,-2.5137,1.9228
Ercc6,Ercc6,-0.0163,-2.195,1.5503
Ercc6l,Ercc6l,0,,
Ercc8,Ercc8,-0.0252,-1.819,1.1617
Ereg,Ereg,0,,
Erf,Erf,0.0159,-1.3731,0.7702
Erg,Erg,0,,
Ergic1,Ergic1,0.0163,-2.6857,2.1404
Ergic2,Ergic2,-0.04,-2.616,2.0508
Ergic3,Ergic3,-0.1302,-5.6104,7.6949
Erh,Erh,0.0085,-0.0351,0.0123
Eri1,Eri1,-0.05,-3.3588,3.1063
Eri2,Eri2,-0.0423,-2.0286,1.3716
Eri3,Eri3,0.012,-1.9814,1.3229
Erich1,Erich1,-0.0382,-0.9269,0.451
Erlec1,Erlec1,-0.0646,-4.9356,6.0975
Erlin1,Erlin1,0.0346,-0.6624,0.2944
Erlin2,Erlin2,-0.0547,-4.0131,4.2224
Ermap,Ermap,0,,
Ermn,Ermn,-0.0103,-1.431,0.8169
Ermp1,Ermp1,-0.01,-3.3384,3.0743
Ern1,Ern1,-0.0121,-1.8965,1.2374
Ern2,Ern2,0,,
Ero1l,Ero1l,0.0036,-1.5293,0.899
Ero1lb,Ero1lb,-0.0369,-3.882,3.9846
Erp27,Erp27,0.0062,0.9835,0.4876
Erp29,Erp29,-0.4866,-8.7579,17.7011
Erp44,Erp44,-0.0233,-4.0258,4.2459
Errfi1,Errfi1,-0.0257,-2.8244,2.3245
Erv3,Erv3,0,,
Esam,Esam,0,,
Esco1,Esco1,-0.033,-3.8074,3.8526
Esco2,Esco2,0.0029,0.6927,0.3111
Esd,Esd,0.0348,-3.3046,3.0217
Esf1,Esf1,0.0469,-0.83,0.3909
Esm1,Esm1,0,,
Espl1,Espl1,-0.0035,-1.2501,0.6751
Espn,Espn,-0.0094,-2.4881,1.8914
Espnl,Espnl,0,,
Esr1,Esr1,-0.0361,-3.3206,3.0466
Esr2,Esr2,0,,
Esrp1,Esrp1,0,,
Esrp2,Esrp2,0,,
Esrra,Esrra,0.0284,-0.8629,0.411
Esrrb,Esrrb,0,,
Esrrg,Esrrg,0,,
Esx1,Esx1,0,,
Esyt1,Esyt1,-0.1156,-4.7056,5.5968
Esyt2,Esyt2,-0.0124,-2.5486,1.9659
Esyt3,Esyt3,0,,
Etaa1,Etaa1,0.0047,-0.7342,0.3346
Etd,Etd,0,,
Etf1,Etf1,-0.0491,-3.5461,3.4079
Etfa,Etfa,0.0574,-0.8882,0.4266
Etfb,Etfb,0.0936,-1.1346,0.5909
Etfdh,Etfdh,0.0124,-0.9682,0.4777
Ethe1,Ethe1,-0.0033,-2.0066,1.3488
Etl4,Etl4,-0.081,-5.6337,7.7535
Etnk1,Etnk1,0.0506,-1.5416,0.9095
Etnk2,Etnk2,0,,
Etohd2,Etohd2,0.0137,0.9835,0.4876
Etohi1,Etohi1,0,,
Etos1,Etos1,0,,
Ets1,Ets1,0.0105,-2.4269,1.8174
Ets2,Ets2,-0.0598,-4.5907,5.3548
Etv1,Etv1,0.0432,0.6883,0.3087
Etv2,Etv2,0,,
Etv3,Etv3,0.0102,-1.9624,1.3035
Etv4,Etv4,-0.0011,-1.2501,0.6751
Etv5,Etv5,-0.0285,-2.9169,2.4516
Etv6,Etv6,-0.0713,-4.6494,5.4778
Evc,Evc,0,,
Evc2,Evc2,0,,
Evi2a,Evi2a,-0.1728,-5.5746,7.6054
Evi2b,Evi2b,-0.0637,-3.7466,3.7466
Evi5,Evi5,0.0181,-3.4163,3.1974
Evi5l,Evi5l,-0.0108,-0.3538,0.1406
Evl,Evl,-0.0195,-3.7811,3.8065
Evpl,Evpl,0,,
Evx1,Evx1,0,,
Evx2,Evx2,0,,
Ewsr1,Ewsr1,0.0331,-2.1254,1.4742
Exd1,Exd1,-0.0017,-1.431,0.8169
Exd2,Exd2,-0.0204,-3.3506,3.0935
Exo1,Exo1,0,,
Exoc1,Exoc1,-0.0029,-1.844,1.1858
Exoc2,Exoc2,0.015,-1.2545,0.6785
Exoc3,Exoc3,0.0166,-2.2988,1.6672
Exoc3l,Exoc3l,0,,
Exoc3l2,Exoc3l2,-0.0026,-2.0286,1.3716
Exoc4,Exoc4,0.0603,-1.4545,0.8362
Exoc5,Exoc5,0.0354,-1.1169,0.5783
Exoc6,Exoc6,0.0384,-0.4332,0.1773
Exoc6b,Exoc6b,0.0762,-1.0278,0.5171
Exoc7,Exoc7,0.0176,-2.8076,2.3018
Exoc8,Exoc8,-0.0399,-3.6246,3.5386
Exog,Exog,-0.0171,-2.2092,1.5661
Exosc1,Exosc1,-0.0141,-2.0715,1.4166
Exosc10,Exosc10,0.0468,-1.3379,0.7425
Exosc2,Exosc2,-0.0205,-2.2625,1.6259
Exosc3,Exosc3,-0.0081,-1.6893,1.0402
Exosc4,Exosc4,-0.0394,-2.6053,2.0372
Exosc5,Exosc5,-0.0076,-1.4814,0.8585
Exosc7,Exosc7,0.0105,0.3312,0.1305
Exosc8,Exosc8,0.0028,-0.3806,0.1527
Exosc9,Exosc9,0.0393,-0.4103,0.1665
Exph5,Exph5,0,,
Expi,Expi,0,,
Ext1,Ext1,-0.0028,-1.153,0.604
Ext2,Ext2,-0.0427,-4.3804,4.9265
Extl1,Extl1,0,,
Extl2,Extl2,-0.0361,-3.4981,3.3292
Extl3,Extl3,-0.0434,-4.0423,4.2764
Eya1,Eya1,0,,
Eya2,Eya2,0,,
Eya3,Eya3,0.0061,-0.8005,0.3732
Eya4,Eya4,0.0049,-0.7301,0.3322
Ezh1,Ezh1,0.0373,-0.2086,0.0784
Ezh2,Ezh2,0.0002,-1.375,0.7718
Ezr,Ezr,0.0456,0.9386,0.4585
F10,F10,0,,
F11,F11,0,,
F11r,F11r,-0.1895,-6.4192,9.8632
F12,F12,0,,
F13a1,F13a1,0.0261,1.0419,0.5265
F13b,F13b,0,,
F2,F2,0,,
F2r,F2r,-0.0086,-2.8765,2.3957
F2rl1,F2rl1,0,,
F2rl2,F2rl2,0,,
F2rl3,F2rl3,0,,
F3,F3,-0.0074,-1.2501,0.6751
F420014N23Rik,F420014N23Rik,0,,
F5,F5,0,,
F630028O10Rik,F630028O10Rik,0,,
F630040L22Rik,F630040L22Rik,0,,
F630043A04Rik,F630043A04Rik,0.0029,0.6927,0.3111
F630110N24Rik,F630110N24Rik,-0.2121,-7.5905,13.4965
F630111L10Rik,F630111L10Rik,-0.0244,-2.5558,1.9749
F630206G17Rik,F630206G17Rik,0.0075,0.9835,0.4876
F7,F7,0,,
F730016J06Rik,F730016J06Rik,0,,
F730035M05Rik,F730035M05Rik,0,,
F730035P03Rik,F730035P03Rik,0,,
F730043M19Rik,F730043M19Rik,0.0058,-0.5167,0.218
F730048M01Rik,F730048M01Rik,0,,
F8,F8,0,,
F830001A07Rik,F830001A07Rik,0,,
F830016B08Rik,F830016B08Rik,0,,
F830016D02Rik,F830016D02Rik,0,,
F830045P16Rik,F830045P16Rik,0,,
F830104G03Rik,F830104G03Rik,0,,
F830208F22Rik,F830208F22Rik,0,,
F8a,F8a,-0.0295,-2.8364,2.3408
F9,F9,-0.0215,-1.1519,0.6032
F930015N05Rik,F930015N05Rik,0,,
F930017D23Rik,F930017D23Rik,0,,
Fa2h,Fa2h,0,,
Faah,Faah,0.0058,0.6927,0.3111
Fabp1,Fabp1,0.0017,0.6927,0.3111
Fabp12,Fabp12,-0.0026,-1.431,0.8169
Fabp2,Fabp2,0,,
Fabp3,Fabp3,-0.1035,-7.472,13.1025
Fabp3-ps1,Fabp3-ps1,-0.0111,-3.2197,2.8916
Fabp4,Fabp4,-0.0111,-1.431,0.8169
Fabp5,Fabp5,-0.5123,-12.638,35.8849
Fabp5l2,Fabp5l2,-0.0032,-1.8012,1.1447
Fabp6,Fabp6,0,,
Fabp7,Fabp7,-0.0045,-1.7679,1.1131
Fabp9,Fabp9,0,,
Fadd,Fadd,-0.0358,-4.3552,4.8763
Fads1,Fads1,0.0151,-2.5111,1.9195
Fads2,Fads2,0,,
Fads3,Fads3,-0.0051,-2.0286,1.3716
Fads6,Fads6,0.0046,0.6927,0.3111
Faf1,Faf1,-0.0042,-2.1547,1.5061
Faf2,Faf2,-0.065,-4.0368,4.2662
Fah,Fah,0,,
Fahd1,Fahd1,0.0024,-0.0168,0.0059
Fahd2a,Fahd2a,-0.0025,-1.788,1.1321
Faim,Faim,-0.0388,-2.3084,1.6782
Faim2,Faim2,0,,
Faim3,Faim3,0,,
Fam100a,Fam100a,0.0271,-3.5969,3.4921
Fam100b,Fam100b,0.0556,0.0261,0.0091
Fam101a,Fam101a,0,,
Fam101b,Fam101b,0,,
Fam102a,Fam102a,-0.0695,-4.0348,4.2624
Fam102b,Fam102b,0.1139,-2.4141,1.802
Fam103a1,Fam103a1,-0.0556,-3.6213,3.5329
Fam105a,Fam105a,0.0871,-0.9019,0.4352
Fam105b,Fam105b,-0.0111,-1.8247,1.1672
Fam107a,Fam107a,0.0058,0.6927,0.3111
Fam107b,Fam107b,-0.0139,-2.4346,1.8266
Fam108a,Fam108a,0.0231,-2.4992,1.9049
Fam108b,Fam108b,-0.0365,-1.3766,0.7731
Fam108c,Fam108c,0.0263,-3.2066,2.8719
Fam109a,Fam109a,-0.0015,-1.2942,0.7086
Fam109b,Fam109b,0,,
Fam110a,Fam110a,-0.0038,0.1707,0.0633
Fam110b,Fam110b,0,,
Fam110c,Fam110c,0,,
Fam111a,Fam111a,0.0295,-2.3932,1.7773
Fam113a,Fam113a,0.0156,-0.8916,0.4288
Fam113b,Fam113b,0.0078,-0.7301,0.3322
Fam114a1,Fam114a1,0.0007,-1.8747,1.2159
Fam114a2,Fam114a2,-0.0822,-5.2572,6.8349
Fam115a,Fam115a,-0.0019,-1.2998,0.7129
Fam115c,Fam115c,0,,
Fam115e,Fam115e,0,,
Fam116a,Fam116a,0.0444,-2.9326,2.4734
Fam116b,Fam116b,-0.0145,-2.4881,1.8914
Fam117a,Fam117a,-0.0179,-3.8982,4.0136
Fam117b,Fam117b,0.0147,-2.7325,2.2016
Fam118a,Fam118a,-0.0077,-2.0286,1.3716
Fam118b,Fam118b,-0.0308,-2.6173,2.0524
Fam119b,Fam119b,0,,
Fam120a,Fam120a,0.079,-0.9442,0.4621
Fam120b,Fam120b,0.0378,-0.8986,0.4331
Fam120c,Fam120c,0,,
Fam122a,Fam122a,-0.0142,-2.1887,1.5434
Fam122b,Fam122b,-0.0062,-1.3766,0.7731
Fam122c,Fam122c,0,,
Fam123a,Fam123a,0,,
Fam123b,Fam123b,-0.0077,-2.4881,1.8914
Fam123c,Fam123c,0,,
Fam124a,Fam124a,0,,
Fam124b,Fam124b,0,,
Fam125a,Fam125a,0.0514,-0.1714,0.0635
Fam125b,Fam125b,0.0056,-3.2128,2.8812
Fam126a,Fam126a,-0.0267,-2.1543,1.5056
Fam126b,Fam126b,-0.044,-3.2197,2.8916
Fam129a,Fam129a,-0.0012,-2.1016,1.4487
Fam129b,Fam129b,-0.001,-1.912,1.2527
Fam129c,Fam129c,-0.0009,-1.431,0.8169
Fam131a,Fam131a,-0.005,-2.8376,2.3425
Fam131b,Fam131b,0,,
Fam131c,Fam131c,0,,
Fam132a,Fam132a,0.0043,-1.2501,0.6751
Fam132b,Fam132b,0,,
Fam133b,Fam133b,-0.0003,-0.9376,0.4578
Fam134a,Fam134a,-0.0749,-5.0714,6.4034
Fam134b,Fam134b,-0.0796,-5.8437,8.292
Fam134c,Fam134c,-0.0083,-2.1936,1.5487
Fam135a,Fam135a,-0.0026,-0.8984,0.433
Fam135b,Fam135b,0,,
Fam136a,Fam136a,0.0025,-0.479,0.1993
Fam136b-ps,Fam136b-ps,0,,
Fam13a,Fam13a,-0.0179,-2.4881,1.8914
Fam13b,Fam13b,0.0294,-0.7163,0.3244
Fam13c,Fam13c,0,,
Fam149a,Fam149a,0.0594,0.9296,0.4527
Fam149b,Fam149b,-0.003,-1.2549,0.6788
Fam150a,Fam150a,0,,
Fam150b,Fam150b,0,,
Fam151a,Fam151a,0,,
Fam151b,Fam151b,-0.0209,-0.7425,0.3394
Fam154a,Fam154a,0,,
Fam154b,Fam154b,0,,
Fam155a,Fam155a,0,,
Fam158a,Fam158a,-0.0021,-1.9378,1.2786
Fam159a,Fam159a,-0.0026,-1.431,0.8169
Fam159b,Fam159b,0,,
Fam160a1,Fam160a1,0,,
Fam160a2,Fam160a2,0.0007,-0.0323,0.0113
Fam160b1,Fam160b1,-0.0117,-0.3971,0.1603
Fam160b2,Fam160b2,-0.0104,-1.4784,0.8561
Fam161a,Fam161a,0,,
Fam161b,Fam161b,0,,
Fam162a,Fam162a,-0.0434,-4.4489,5.064
Fam162b,Fam162b,0,,
Fam163a,Fam163a,0,,
Fam163b,Fam163b,0,,
Fam164a,Fam164a,-0.0348,-3.6131,3.5192
Fam164b,Fam164b,0,,
Fam164c,Fam164c,0,,
Fam165b,Fam165b,-0.051,-3.8604,3.9461
Fam166a,Fam166a,0,,
Fam166b,Fam166b,0,,
Fam167a,Fam167a,0,,
Fam167b,Fam167b,0.0299,-1.7133,1.0622
Fam168a,Fam168a,0.088,-1.4241,0.8113
Fam168b,Fam168b,0.0997,-1.7456,1.0921
Fam169a,Fam169a,0,,
Fam169b,Fam169b,0,,
Fam170a,Fam170a,0,,
Fam170b,Fam170b,0,,
Fam171a1,Fam171a1,-0.0162,-2.8765,2.3957
Fam171a2,Fam171a2,0,,
Fam171b,Fam171b,-0.0034,-1.431,0.8169
Fam172a,Fam172a,0.0595,1.003,0.5005
Fam173a,Fam173a,-0.0976,-4.5387,5.2472
Fam173b,Fam173b,-0.0048,-0.3519,0.1397
Fam174a,Fam174a,-0.005,-4.9392,6.1053
Fam174b,Fam174b,0,,
Fam175a,Fam175a,-0.0012,-0.7384,0.337
Fam175b,Fam175b,-0.0841,-3.8238,3.8814
Fam176a,Fam176a,0.0089,-0.0334,0.0117
Fam176b,Fam176b,0.0226,-0.9355,0.4565
Fam177a,Fam177a,-0.0045,-1.8012,1.1447
Fam178a,Fam178a,-0.1296,-5.3185,6.9803
Fam178b,Fam178b,-0.0043,-1.431,0.8169
Fam179a,Fam179a,0,,
Fam179b,Fam179b,-0.0333,-2.8369,2.3415
Fam180a,Fam180a,0,,
Fam181b,Fam181b,0,,
Fam183b,Fam183b,0,,
Fam184a,Fam184a,0,,
Fam184b,Fam184b,0,,
Fam185a,Fam185a,-0.0349,-2.1966,1.5521
Fam186b,Fam186b,0,,
Fam187a,Fam187a,0,,
Fam187b,Fam187b,0,,
Fam188a,Fam188a,0.0866,0.5465,0.2331
Fam188b,Fam188b,0.001,-1.2501,0.6751
Fam189a1,Fam189a1,0,,
Fam189a2,Fam189a2,-0.0196,-3.8176,3.8705
Fam189b,Fam189b,-0.0201,-2.6561,2.1022
Fam18a,Fam18a,0,,
Fam18b,Fam18b,0.021,-1.1132,0.5757
Fam190a,Fam190a,0,,
Fam192a,Fam192a,0.0051,-1.677,1.029
Fam193a,Fam193a,-0.048,-2.8974,2.4245
Fam193b,Fam193b,-0.0193,-1.8054,1.1486
Fam194a,Fam194a,0,,
Fam195a,Fam195a,0.007,-1.0335,0.5209
Fam195b,Fam195b,-0.0133,-2.3878,1.7708
Fam196a,Fam196a,0,,
Fam196b,Fam196b,0,,
Fam198a,Fam198a,0,,
Fam198b,Fam198b,-0.0017,-1.431,0.8169
Fam199x,Fam199x,0.0406,1.0518,0.5333
Fam19a1,Fam19a1,0,,
Fam19a2,Fam19a2,0,,
Fam19a3,Fam19a3,0.0062,0.6927,0.3111
Fam19a4,Fam19a4,0,,
Fam19a5,Fam19a5,0,,
Fam203a,Fam203a,0.0096,0.9835,0.4876
Fam20a,Fam20a,0,,
Fam20b,Fam20b,0.0487,-2.4568,1.8533
Fam20c,Fam20c,-0.1867,-8.4377,16.49
Fam23a,Fam23a,0,,
Fam24a,Fam24a,0,,
Fam25c,Fam25c,0,,
Fam26d,Fam26d,0,,
Fam26e,Fam26e,0,,
Fam26f,Fam26f,0.0283,-0.6511,0.2882
Fam32a,Fam32a,0.0103,-2.4236,1.8134
Fam33a,Fam33a,0.0016,-0.5167,0.218
Fam35a,Fam35a,-0.0151,-1.3091,0.7201
Fam36a,Fam36a,-0.0157,-3.2583,2.9505
Fam38a,Fam38a,0.0289,-0.3736,0.1495
Fam38b,Fam38b,0,,
Fam3a,Fam3a,0.0126,-2.5927,2.0213
Fam3b,Fam3b,0,,
Fam3c,Fam3c,0.0533,-3.3611,3.11
Fam40a,Fam40a,0.0082,-2.2057,1.5621
Fam40b,Fam40b,0,,
Fam43a,Fam43a,-0.006,-1.431,0.8169
Fam43b,Fam43b,0,,
Fam45a,Fam45a,0.0307,-1.9565,1.2975
Fam46a,Fam46a,-0.0097,-2.0024,1.3445
Fam46b,Fam46b,0,,
Fam46c,Fam46c,-0.4104,-9.4278,20.3781
Fam46d,Fam46d,0,,
Fam47a-ps,Fam47a-ps,0,,
Fam47e,Fam47e,0,,
Fam48a,Fam48a,-0.0898,-2.6188,2.0544
Fam48b1,Fam48b1,0,,
